Title,Country,Rating
Niezniszczalni 2,United States/Germany/China,6.6
Czarna Pantera: Wakanda w moim sercu,United States,6.6
Lawrence z Arabii,United Kingdom/United States,8.3
Wrogowie publiczni,United States/Japan,6.9
Lepiej być nie może,United States,7.7
Zwierzęta nocy,United States/China,7.4
Mój przyjaciel Hachiko,United Kingdom/United States,8.1
Dawno temu w trawie,United States,7.2
Apollo 13,United States,7.7
Zapaśnik,United States/France,7.9
Grindhouse: Death Proof,United States,7.0
Babel,United States/Mexico/France/Japan,7.5
Contagion: Epidemia strachu,United Arab Emirates/United States,6.8
300: Początek imperium,United States/Bulgaria,6.2
Halloween,United States,7.7
Szybko i wściekle,United States/Japan/Mexico,6.5
To: Rozdział 2,United States/Canada,6.5
Genialny klan,United States,7.6
Dziedzictwo Bourne'a,United States/Japan/Canada/United Arab Emirates/Philippines,6.6
Przeznaczenie,Australia/United States,7.4
Siedem dusz,United States,7.6
Fantastyczne zwierzęta: Zbrodnie Grindelwalda,United Kingdom/United States,6.5
Creed: Narodziny legendy,United States,7.6
Gdzie jest Dory?,United States,7.2
Lobster,Ireland/United Kingdom/Greece/France/Netherlands/United States/Belgium,7.1
Obecność 2,Canada/United States/United Kingdom,7.3
Anioły i demony,United States/Italy,6.7
Nie oddychaj,United States/Hungary,7.1
Druhny,United States/Japan,6.8
Blade: Wieczny łowca,United States,7.1
Ocalony,United States/United Kingdom,7.5
Wojna o Planetę Małp,United States/Canada,7.4
Śnieżka,United States,1.6
El Camino: Film Breaking Bad,United States,7.3
Szybcy i wściekli: Tokio Drift,United States/Germany/Japan,6.1
Grease,United States,7.2
Gnijąca panna młoda,United States,7.4
Pokuta,United Kingdom/France/United States,7.8
Grinch: Świąt nie będzie,Germany/United States,6.4
The Goonies,United States,7.7
Książę Persji: Piaski czasu,United States,6.5
Sully,United States,7.4
Alita: Battle Angel,Japan/Canada/United States,7.3
Serenity,United States,7.8
Godziny szczytu,United States,7.0
Morderstwo w Orient Expressie,United States,6.5
Chłopaki też płaczą,United States,7.1
Saga 'Zmierzch': Księżyc w nowiu,United States,4.8
Las Vegas Parano,United States,7.5
Królewna Śnieżka i Łowca,United States/United Kingdom/Japan,6.1
"Za szybcy, za wściekli",United States/Germany,5.9
Megamocny,United States/Australia,7.3
Zanim się pojawiłeś,United States,7.4
28 tygodni później,United Kingdom/Spain/United States,6.9
Epoka lodowcowa 2: Odwilż,United States/United Kingdom,6.8
Moulin Rouge!,Australia/United States,7.6
Azyl,United States,6.8
To już jest koniec,United Kingdom/United States/Japan,6.9
Platforma,Spain,7.0
Zoolander,Germany/United States/Australia,6.5
Bad Boys,United States,6.8
Rango,United States/United Kingdom,7.3
Dredd 3D,United Kingdom/South Africa/United States/India,7.1
1408,United States,6.8
Hannibal,United Kingdom/Italy/United States,6.8
Pani Doubtfire,United States,7.1
Patriota,Germany/United States,7.2
U progu sławy,United States,7.9
Green Lantern,United States,5.5
Kontakt,United States,7.5
60 sekund,United States,6.5
Aladyn,United States/United Kingdom/Singapore/Canada/Serbia/China,6.9
Ciche miejsce 2,United States,7.2
Czerwony smok,Germany/United States,7.2
Straszny film,United States,6.3
Jumanji: Następny poziom,United States/India/Australia/New Zealand/Thailand/Canada/China/Netherlands,6.6
"Gdzie jesteś, Amando?",United States,7.6
Wonder Woman 1984,United States,5.4
Czarne bractwo. BlacKkKlansman,United States/China,7.5
Mała syrenka,United States,7.6
Ludzie honoru,United States,7.7
Blair Witch Project,United States,6.5
Przed zachodem słońca,France/United States,8.1
Tańczący z wilkami,United States/United Kingdom,8.0
Cinema Paradiso,Italy/France,8.5
Olimp w ogniu,United States,6.5
Terminator: Genisys,United States/Canada,6.3
Księga dżungli,United Kingdom/United States/New Zealand/France/Canada/India,7.3
Starcie tytanów,United States/United Kingdom/Australia,5.8
Resident Evil,Germany/United Kingdom/France/Japan/United States,6.6
Drugie oblicze,United States,7.3
Życie biurowe,United States,7.6
Policja zastępcza,United States,6.7
Sinister,United States/United Kingdom/Canada,6.8
Oszukać przeznaczenie,United States/Canada,6.7
Jerry Maguire,United States,7.3
Nie!,Canada/Japan/United States,6.8
Van Helsing,United States,6.1
Toy Story 4,United States,7.6
Absolwent,United States,8.0
Superman: Powrót,United States/Australia,6.1
Hotel Transylwania,United States/Canada,7.0
Jak stracić chłopaka w 10 dni,United States/Germany,6.5
Superglina,United States,7.6
Wind River. Na przeklętej ziemi,United Kingdom/France/United States/Canada,7.7
Poznaj moich rodziców,United States,6.3
Kick-Ass 2,United Kingdom/United States/Japan,6.5
Telefon,United States,7.1
"Pół żartem, pół serio",United States,8.2
Vanilla Sky,United States/Spain,6.9
Duże dzieci,United States,6.0
Underworld,United States/United Kingdom/Germany/Hungary,7.0
Hellboy: Złota armia,United States/Germany/Hungary,7.0
John Carter,United States,6.6
Droga do zatracenia,United States,7.7
Matrix: Zmartwychwstania,United States/Australia,5.6
Praktykant,United States,7.1
Glass,United States/China,6.6
Gwiezdny pył,United Kingdom/United States/Iceland,7.6
Więzień labiryntu: Próby ognia,United States,6.3
Prawdziwe kłamstwa,United States,7.3
Boogie Nights,United States,7.9
Black Adam,United States/Canada/New Zealand/Hungary,6.2
Substancja,United Kingdom/France,7.3
Robin Hood,United States/United Kingdom,6.6
Mamma Mia!,United States/United Kingdom/Germany,6.5
Żądło,United States,8.3
Warcraft: Początek,China/United States/Canada/Japan,6.7
Rambo: Pierwsza krew,United States,7.7
Osada,United States,6.6
Mroczne cienie,United States/Australia/United Kingdom,6.2
"Przyczajony tygrys, ukryty smok",China/Hong Kong/United States,7.9
Za kilka dolarów więcej,Italy/Spain/Germany,8.2
Piła II,Canada/United States,6.6
Zabójcza broń,United States,7.6
Coś za mną chodzi,United States,6.8
Focus,United States/Argentina,6.6
Venom 2: Carnage,United States,5.9
Fantastyczna Czwórka: Narodziny Srebrnego Surfera,United Kingdom/Germany/United States/Hong Kong/China/Thailand/Canada,5.6
Hulk,United States,5.6
Wróg u bram,France/Germany/United Kingdom/Ireland/United States,7.5
Fantastyczny Pan Lis,United States,7.9
Annie Hall,United States,7.9
Furiosa: Saga Mad Max,Australia/United States,7.5
Koralina i tajemnicze drzwi,United States,7.8
Mission: Impossible - Dead Reckoning Part One,United States,7.6
Zombie express,,7.6
Król Lew,United States/United Kingdom/Kenya,6.8
Non-stop,United Kingdom/France/United States/Canada,6.9
Hook,United States,6.8
Blow,United States,7.5
Joe Black,United States,7.2
Pieskie popołudnie,United States,8.0
Obcy: Przebudzenie,United States,6.2
Lighthouse,Canada/United States,7.4
7 psychopatów,United Kingdom/United States,7.1
Świt żywych trupów,United States/Canada/Japan/France,7.2
Uncharted,Spain/United States,6.3
Bad Boys II,United States,6.6
Cruella,United States/United Kingdom/Canada/Ireland,7.3
Nasze magiczne Encanto,United States,7.2
Bogowie ulicy,United States/United Kingdom,7.6
Czas krwawego księżyca,United States,7.6
Tożsamość,United States,7.3
Okręt,Germany,8.4
Lincoln,United States/India,7.3
American Pie 2,United States,6.4
Wiking,United Kingdom/China/United States,7.0
Dziennik Bridget Jones,Ireland/United Kingdom/France/United States,6.8
Chappie,United States,6.8
Duchy Inisherin,Ireland/United Kingdom/United States,7.7
GoldenEye,United Kingdom/United States,7.2
Tyler Rake: Ocalenie,United States/India,6.8
Władcy umysłów,United States,7.0
Żona na niby,United States,6.4
Koszmar z ulicy Wiązów,United States,7.4
Rekiny wojny,United States/Romania,7.1
W stronę Słońca,United Kingdom/United States,7.2
Zabawy z piłką,Germany/United States,6.7
Batman i Robin,United States/United Kingdom,3.8
Dźwięki muzyki,United States,8.1
Epoka lodowcowa 3: Era dinozaurów,United States/United Kingdom/Canada,6.9
Vicky Cristina Barcelona,Spain/United States,7.1
Batman Forever,United States/United Kingdom,5.4
Spacer po linie,Germany/United States,7.8
Paul,United States/United Kingdom,6.9
Ptaki Nocy (i fantastyczna emancypacja pewnej Harley Quinn),United States/United Kingdom,6.1
21,United States,6.8
Tożsamość,United States/Germany/United Kingdom/France/Japan/Canada,6.8
Ukryte działania,United States,7.8
Drużyna A,United States/United Kingdom,6.7
Pachnidło: Historia mordercy,Germany/France/Spain/United States/Belgium,7.5
Czy leci z nami pilot?,United States,7.7
Minionki,United States/France,6.4
Na Zachodzie bez zmian,Germany/United States/United Kingdom,7.8
Człowiek słoń,United States/United Kingdom,8.2
Dzisiejsze czasy,United States,8.5
Pamięć absolutna,United Kingdom/Canada/United States,6.2
Deszczowa piosenka,United States,8.3
Saga 'Zmierzch': Przed świtem. Część 2,United States,5.6
Noe: Wybrany przez Boga,United States,5.8
Klopsiki i inne zjawiska pogodowe,United States,6.9
Adrenalina,United States,6.9
Oszukana,United States,7.7
Rock'N'Rolla,United Kingdom/United States/France,7.2
Wschodnie obietnice,United Kingdom/Canada/United States,7.6
Niewidzialny człowiek,Australia/United States,7.1
Saga 'Zmierzch': Zaćmienie,United States,5.1
Ad Astra,United States/China/Brazil,6.5
Kronika,United States,7.0
Przetrwanie,United States/United Kingdom,6.7
Rozstanie,France/Australia,8.3
Dirty Dancing,United States,7.1
Lektor,Germany/United States,7.6
Do utraty sił,United States/China/Hong Kong,7.3
Wielka ucieczka,United States,8.2
Agentka,United States,7.0
Wróg publiczny,United States,7.3
Herkules,United States,7.3
Life,United States,6.6
San Andreas,United States,6.1
Filadelfia,United States,7.7
Walkiria,United Kingdom/France/Germany/Italy/Spain/Japan/United States,7.1
Choć goni nas czas,United States,7.3
Sierota,Canada/United States/Germany/France,7.0
Małe kobietki,United States,7.8
Austin Powers: Agent specjalnej troski,Germany/United States,7.0
Super Mario Bros: Film,United States/Japan/France,7.0
Legalna blondynka,United States,6.5
Wieczór gier,United States,6.9
Niepokój,United States,6.8
Plan ucieczki,United States,6.7
Star Trek: W nieznane,United States/China,7.0
Paranormal Activity,United States,6.3
Amores perros,Mexico,8.0
Aż do piekła,United States,7.6
Historia przemocy,United States/Canada/United Kingdom/Germany,7.4
Szybcy i wściekli 8,United States/China/Japan,6.6
Zbuntowana,United States/Canada,6.2
Battleship: Bitwa o Ziemię,Japan/United States,5.8
Droga,United States,7.2
Saga 'Zmierzch': Przed świtem. Część 1,United States,4.9
Turysta,United Kingdom/France/Italy/United States,6.0
Ben Hur,United States,8.1
Farciarz Gilmore,United States,7.0
Prawnik z Lincolna,United States,7.3
Co gryzie Gilberta Grape?,United States,7.7
Słodkie zmartwienia,United States,6.9
Chłopiec w pasiastej piżamie,United Kingdom/United States,7.7
Gremliny rozrabiają,United States,7.3
Skarb narodów: Księga tajemnic,United States,6.5
Niebiańska plaża,United Kingdom/United States,6.6
Utalentowany pan Ripley,United States,7.4
Ghost Rider,United States/Australia,5.3
Rio,United States/United Kingdom,6.9
Gra Endera,United States,6.6
Babadook,Australia/Canada,6.8
Urodzeni mordercy,United States,7.2
Zejście,United Kingdom,7.2
Lion. Droga do domu,United Kingdom/Australia/United States,8.0
Pitch Black,United States,7.0
Mother!,United States,6.6
Madagaskar 2,United States/United Kingdom,6.6
Lęk pierwotny,United States,7.7
Gangster,United States,7.2
Pasja,United States,7.2
Tarzan,United States/Japan,7.3
"Ja, Irena i ja",United States,6.6
Dungeons & Dragons: Złodziejski honor,United States/Canada/United Kingdom/Iceland/Ireland/Australia,7.2
Karate Kid,United States,7.3
Ekspres polarny,United States/Australia,6.6
Święci z Bostonu,United States/Canada,7.6
Gray Man,United States/United Kingdom/Canada/Thailand/Denmark/France/Cambodia,6.5
Sucker Punch,United States/Canada,6.1
Spadkobiercy,United States,7.3
Godzilla vs. Kong,United States/Australia/Hong Kong,6.3
"Austin Powers 2: Szpieg, który nie umiera nigdy",United States,6.7
Zapowiedź,United States/United Kingdom/Australia,6.2
Niemożliwe,Spain/Thailand/United States,7.5
Dracula,United States/United Kingdom,7.4
Bodyguard Zawodowiec,United States/Hong Kong/Bulgaria/Netherlands/Canada/United Kingdom/France,6.9
Cube,Canada,7.1
Kiedy Harry poznał Sally,United States,7.7
Źródło,United States/Canada,7.2
Ghostbusters. Pogromcy duchów,United States/Australia,6.8
"Jestem najlepsza. Ja, Tonya",United States/United Kingdom/Qatar,7.5
Artysta,France/Belgium/United States,7.8
Silent Hill,Canada/France/Japan,6.5
Predators,United States,6.4
Mr. Nobody,Belgium/Germany/Canada/France/United Kingdom/Luxembourg/United States,7.7
Marsjanie atakują!,United States/Japan/United Kingdom,6.4
Romeo i Julia,United States/Mexico/Australia/Canada,6.7
Ocean's 8,United States,6.3
Prawdziwy romans,United States/France,7.9
Don Jon,United States,6.5
Noc oczyszczenia,United States/France,5.8
Dziewczyna z sąsiedztwa,United States,6.7
John Rambo,Germany/United States,7.0
Old School: Niezaliczona,United States,7.0
Elvis,United States/Australia,7.3
Chicago,United States/Germany,7.2
21 gramów,United States,7.6
Jason Bourne,United States/China/Spain/Japan/Iceland/Germany/Italy,6.6
Jestem numerem cztery,United States/India,6.1
Sex story,United States/United Kingdom,6.2
Wiecznie żywy,United States/Canada,6.8
Duży,United States,7.3
Misery,United States,7.8
Godziny szczytu 2,United States/Hong Kong,6.7
Ant-Man i Osa: Kwantomania,United States/Australia/Canada,6.0
Przygody Tintina,New Zealand/United States,7.3
Jeździec znikąd,United States,6.4
Dyktator,United States,8.4
Bulwar Zachodzącego Słońca,United States,8.4
Dziecko Rosemary,United States,8.0
Kroniki Riddicka,United States,6.6
Uwierz w ducha,United States,7.1
Szybcy i wściekli: Hobbs i Shaw,United States/Japan,6.5
Faworyta,Ireland/United Kingdom/United States,7.5
Monachium,United States/Canada/France,7.5
Predator: Prey,United States,7.1
Napoleon Wybuchowiec,United States,7.0
Ted 2,United States,6.3
Pan i władca: Na krańcu świata,United States,7.5
Wyrolowani,United States/Germany,6.8
Projekt Adam,United States,6.7
W sieci kłamstw,United States/United Kingdom,7.0
Uśpieni,United States,7.5
Projekt X,United States,6.7
RoboCop,United States/Canada,6.1
Blade: Wieczny łowca II,United States/Germany,6.7
Bliżej,United Kingdom/United States,7.2
Gandhi,United Kingdom/India,8.0
Wieloryb,United States,7.6
Safe House,United States/Japan,6.7
Captain Fantastic,United States,7.8
Twister,United States,6.6
Stalowy gigant,United States/United Kingdom,8.1
Kiss Kiss Bang Bang,United States,7.5
Świat w płomieniach,United States,6.3
Za garść dolarów,Italy/Spain/Germany,7.9
Transcendencja,United Kingdom/United States,6.2
Saltburn,United Kingdom/United States,7.0
Supertata,United States,6.4
Martwe zło,United States,7.4
Obcy: Romulus,United Kingdom/United States/Hungary/Australia/New Zealand/Canada,7.1
Szef,United States,7.3
Ace Ventura: Zew natury,United States,6.4
Krudowie,United States,7.1
Most na rzece Kwai,United Kingdom/United States,8.1
Przypadek Harolda Cricka,United States/United Kingdom,7.5
Król Artur: Legenda miecza,United Kingdom/United States/India/Canada,6.7
Tytani,United States,7.8
Wojna o jutro,United States,6.6
Everest,United Kingdom/United States/Iceland,7.1
Rocky II,United States,7.3
Życie Carlita,United States,7.9
Miss Agent,United States,6.3
